Municípios,Densidade Empresarial,Renda,Educação,Valores Solidários - programas e ações,Tecido Social,Tecido Empresarial,Articulação,Gestão Pública,Participação e Controle Social,Vantagens Locais,Organização Produtiva,Comércio Internacional
Piacatu,0.237017942,0.571840389,0.803296486,0,0.0000704,0,0.166666667,0.42141181,0.455952381,0.371212944,0.45288114,0.06779201
Piedade,0.224971395,0.570822313,0.757907598,0,0.002204761,0.001601281,0,0.75716455,0.510793651,0.277610729,0.503472347,0.105846754
Pilar do Sul,0.251257923,0.565444353,0.747662693,0,0.001454204,0,0,0.674312476,0.447698413,0.309723442,0.4750747,0.06779201
Pindamonhangaba,0.204259553,0.644162801,0.843588318,0.285714286,0.00759939,0.00040032,0.916666667,0.827153716,0.548730159,0.367458031,0.533664797,0.170178182
Pindorama,0.293402415,0.643484026,0.785777901,0.714285714,0.000258004,0,0.166666667,0.412197108,0.474761905,0.426096489,0.462686597,0.092728176
Pinhalzinho,0.248194298,0.612128579,0.796370186,0.714285714,0.000140729,0,0.083333333,0.497003894,0.168174603,0.321261064,0.489050592,0.06779201
Piquerobi,0.300721041,0.549796807,0.765516553,0,0.0000938,0,0,0.496012967,0.260396825,0.371036113,0.384898453,0.06779201
Piquete,0.197113718,0.580299583,0.843995118,0,0.000293186,0,0.916666667,0.620572125,0.368333333,0.360219879,0.388531132,0.06779201
Piracaia,0.271456252,0.672251378,0.798889376,1,0.0011962,0.000800641,0.083333333,0.60813566,0.403015873,0.330362524,0.491130562,0.078006429
Piracicaba,0.274388341,0.749008473,0.847516014,0.857142857,0.024357922,0.019415532,0.25,0.765273612,0.68031746,0.441220649,0.660131017,0.165021721
Piraju,0.350375361,0.657393566,0.827017374,0,0.003119503,0,1,0.691882405,0.577857143,0.397286458,0.49309509,0.06779201
Pirajuí,0.248722977,0.646673777,0.787353317,0,0.000785739,0,0,0.339768669,0.443730159,0.360763282,0.473866264,0.06779201
Pirangi,0.438873116,0.665289595,0.800863644,0,0.00069192,0.00040032,0,0.703352354,0.487142857,0.419606602,0.460053917,0.06779201
Pirapora do Bom Jesus,0.270899816,0.552788423,0.796073411,0,0.000152457,0,1,0.625822276,0.097460317,0.299925286,0.473616385,0.06779201
Pirapozinho,0.241443593,0.640913448,0.841675639,0,0.001067198,0.001200961,0.166666667,0.803148935,0.372857143,0.378245798,0.484538889,0.100415835
Pirassununga,0.276209758,0.734061279,0.863289692,0,0.005230444,0.002401922,0.083333333,0.609787563,0.528888889,0.414057896,0.510560307,0.110959852
Piratininga,0.319906274,0.688357182,0.848396274,0,0.001008561,0,0.083333333,0.548440738,0.395079365,0.380169614,0.486447433,0.06779201
Pitangueiras,0.18962384,0.593919757,0.781988387,0.714285714,0.001055471,0.00020016,0.083333333,0.583809705,0.451269841,0.383511788,0.429083409,0.06779201
Planalto,0.347609447,0.589898395,0.783450865,0,0.0000235,0,0,0.513267166,0.325793651,0.378399285,0.238485544,0.06779201
Platina,0.241367642,0.585630666,0.77485936,0,0,0,0.583333333,0.517674863,0.394920635,0.354690441,0.424802081,0.06779201
Poá,0.279673893,0.602581636,0.870366074,0,0.009710332,0.00040032,0.083333333,0.763203441,0.679285714,0.357668557,0.504535704,0.101674578
Poloni,0.294250024,0.671002869,0.787662623,0,0.000304914,0,0,0.499407124,0.452142857,0.440770487,0.391279759,0.06779201
Pompéia,0.378029945,0.67179377,0.87229944,0,0.003952152,0,0.083333333,0.514715502,0.387142857,0.413898224,0.440537099,0.147684421
Pongaí,0.37197999,0.643085082,0.794676774,0,0,0,0.083333333,0.469256894,0.123174603,0.372207253,0.443340517,0.06779201
Pontal,0.159806067,0.616458702,0.756211989,0,0.000621555,0,0.166666667,0.606623293,0.528888889,0.379038296,0.348735959,0.085996012
Pontalinda,0.197845878,0.587226529,0.731880009,0.142857143,0,0,0.083333333,0.366402394,0.460079365,0.315746413,0.422174455,0.06779201
Pontes Gestal,0.204864538,0.621840651,0.793442713,0,0,0,0.083333333,0.643784298,0.455079365,0.406245988,0.277719206,0.06779201
Populina,0.171928284,0.60691817,0.798244448,0,0.0000235,0,0.083333333,0.583518065,0.349920635,0.376540708,0.418776585,0.06779201
Porangaba,0.28584665,0.553995042,0.711520385,0,0.000105547,0,0,0.583260943,0.294206349,0.317259042,0.474885974,0.06779201
Porto Feliz,0.288545814,0.660801861,0.82147602,0.714285714,0.007751847,0.000800641,0.083333333,0.600306714,0.484047619,0.384890479,0.51209696,0.110614719
Porto Ferreira,0.331203907,0.64977758,0.826536763,0,0.002275126,0.001000801,0,0.627413577,0.561666667,0.404637457,0.517437005,0.128332557
Potim,0.164830718,0.539367796,0.777344602,0.428571429,0.000363551,0,0,0.21141914,0.318015873,0.251006748,0.479911978,0.06779201
Potirendaba,0.498288549,0.658308356,0.81383069,0,0.000387006,0.00020016,0,0.595268787,0.334920635,0.422324423,0.441054846,0.06779201
Pracinha,0.096717218,0.551412788,0.778185888,0.714285714,0.0000117,0,0.083333333,0.200038693,0.414047619,0.217188049,0.418205471,0.06779201
Pradópolis,0.238551186,0.651965263,0.792210563,0,0.000762285,0.00060048,0,0.510101609,0.337142857,0.403741617,0.275856564,0.06779201
Praia Grande,0.257330123,0.648210451,0.83715501,0,0.007798757,0.000800641,0,0.851345977,0.451666667,0.369812377,0.495470607,0.06779201
Pratânia,0.302255768,0.585494739,0.773445528,0,0.0000117,0,0.25,0.531836776,0.385079365,0.349042984,0.44833801,0.06779201
Presidente Alves,0.312218174,0.610005608,0.774012022,0,0.0000586,0,0,0.367535138,0.483333333,0.330890656,0.419399755,0.06779201
Presidente Bernardes,0.37781016,0.612316861,0.820647128,0,0.000609828,0.001200961,0.083333333,0.407012456,0.426111111,0.35471758,0.478368961,0.06779201
Presidente Epitácio,0.355743817,0.606371945,0.832932573,0,0.001395567,0.001200961,0.166666667,0.613218867,0.549047619,0.3335143,0.489684078,0.079278608
Presidente Prudente,0.288511259,0.731757379,0.86707397,0,0.020616864,0.005204163,0.083333333,0.896099173,0.627380952,0.404958476,0.529651544,0.115185093
Presidente Venceslau,0.256894539,0.663717113,0.830415263,0,0.002239944,0.00040032,0.083333333,0.777151564,0.509920635,0.370835041,0.491511641,0.06779201
Promissão,0.246846548,0.639287767,0.803357564,0,0.002462765,0.00040032,0.083333333,0.607120522,0.553888889,0.389565877,0.459169126,0.129945619
Quadra,0.287896613,0.576228337,0.72623004,0,0.0000586,0.00020016,0,0.551984555,0.433174603,0.245166592,0.47134528,0.06779201
Quatá,0.213355578,0.617963013,0.808319248,0.714285714,0.000527735,0.00020016,0.666666667,0.63636682,0.465952381,0.390703878,0.368119946,0.06779201
Queiroz,0.238312471,0.533107518,0.810999446,0.285714286,0.0000469,0,0.083333333,0.481142039,0.411269841,0.332004264,0.366125507,0.06779201
Queluz,0.202423576,0.533358068,0.788784929,0,0.000234549,0.00040032,0,0.182562573,0.362142857,0.287401285,0.45059416,0.06779201
Quintana,0.278657411,0.578479956,0.803394263,0.857142857,0.0000117,0,0,0.601564492,0.403174603,0.362262883,0.47147749,0.073902023
Rafard,0.239119259,0.637249557,0.816414977,0,0.000105547,0,0.25,0.723672482,0.488174603,0.404288686,0.452054082,0.06779201
Rancharia,0.29527095,0.62362544,0.801768501,0.142857143,0.002603495,0,0.166666667,0.637307733,0.457142857,0.377099017,0.475561202,0.09362192
Redenção da Serra,0.271069114,0.485829331,0.712319217,0.285714286,0.000152457,0,0.25,0.152407185,0.391269841,0.257024026,0.459457028,0.06779201
Regente Feijó,0.239217437,0.651774508,0.840242461,0,0.000703647,0.00020016,0.083333333,0.662077722,0.308015873,0.393926114,0.484308837,0.083354865
Reginópolis,0.163722942,0.605494527,0.800096377,0,0.000164184,0,0.083333333,0.489210984,0.407142857,0.322686891,0.415860875,0.06779201
Registro,0.287255125,0.5897075,0.816161928,0.714285714,0.002415856,0.001000801,0.166666667,0.707211219,0.526507937,0.327438454,0.501939854,0.06779201
Restinga,0.262404223,0.551294459,0.769156056,0,0.000187639,0,0.083333333,0.468260316,0.267460317,0.337803145,0.438737749,0.06779201
Ribeira,0.33950805,0.452078223,0.760970311,0,0.0000235,0,0.083333333,0.449772998,0.350238095,0.257397943,0.406050661,0.06779201
Ribeirão Bonito,0.238004922,0.617465343,0.793262206,0,0.000398733,0,0,0.638400531,0.289206349,0.383596281,0.481877012,0.06779201
Ribeirão Branco,0.360771491,0.384313323,0.715764048,0,0.0000117,0,0,0.353631454,0.188174603,0.241305809,0.322902645,0.06779201
Ribeirão Corrente,0.347397155,0.587624079,0.766453761,0,0.0000235,0,0.083333333,0.581879959,0.538174603,0.355680315,0.31355479,0.06779201
Ribeirão do Sul,0.289810448,0.660708962,0.777329936,0,0.0000938,0,0,0.322194747,0.526269841,0.355689922,0.471722316,0.06779201
Ribeirão dos Índios,0.173177069,0.564621237,0.766772236,1,0,0,0,0.376181721,0.285952381,0.300251362,0.402479137,0.06779201
Ribeirão Grande,0.277824299,0.512590141,0.788809067,0.571428571,0.000234549,0,0.166666667,0.578900943,0.403888889,0.259699765,0.470666514,0.06779201
Ribeirão Pires,0.200583378,0.671208713,0.876488975,0.857142857,0.006285915,0,1,0.490714684,0.35547619,0.364792212,0.527842682,0.135773103
Ribeirão Preto,0.360973887,0.796560095,0.855091766,1,0.042254017,0.021617294,0,0.506602117,0.652380952,0.456811896,0.655170626,0.215269096
Rifaina,0.474829064,0.61630551,0.794482145,0,0.000199367,0,0.083333333,0.821211014,0.522301587,0.358607052,0.45799791,0.06779201
Rincão,0.263842974,0.592687976,0.756327384,0,0.00064501,0.00020016,0.166666667,0.506599422,0.377460317,0.363709669,0.473738901,0.06779201
Rinópolis,0.2338858,0.598212427,0.758263574,0,0.000586373,0,0.083333333,0.526874743,0.470238095,0.367418178,0.462355048,0.088997106
Rio Claro,0.255832833,0.727663913,0.87106914,0.857142857,0.010191157,0.000800641,0.25,0.705387343,0.615634921,0.435937607,0.573733435,0.225760657
Rio das Pedras,0.22856023,0.658868194,0.836946978,0,0.000398733,0,0,0.706135092,0.389365079,0.402830408,0.486841329,0.06779201
Rio Grande da Serra,0.127945039,0.575317906,0.840112584,0,0.000680192,0,1,0.353367651,0.398015873,0.311499574,0.427321343,0.06779201
Riolândia,0.266780916,0.574028733,0.759976524,0,0.0000586,0,0.083333333,0.587506736,0.394047619,0.304422147,0.462837209,0.06779201
Riversul,0.185711389,0.421675052,0.692027907,0.428571429,0.000187639,0,0.166666667,0.340655555,0.358174603,0.289969734,0.445480422,0.06779201
Rosana,0.366129863,0.619535168,0.824018146,0,0.000445643,0.00020016,0.083333333,0.663162963,0.589920635,0.356359557,0.474114421,0.06779201
Roseira,0.272629957,0.579527086,0.83245185,0,0.000140729,0,0,0.228007732,0.230238095,0.35737868,0.473988872,0.06779201
Rubiácea,0.218968404,0.5823336,0.783552398,0,0,0,0.083333333,0.498210568,0.471111111,0.37154186,0.368355881,0.06779201
Rubinéia,0.305206565,0.634335768,0.844727482,0,0.000164184,0,0.083333333,0.425276168,0.437857143,0.378521073,0.41794144,0.06779201
Sabino,0.19553398,0.61728097,0.76726312,0,0.000152457,0,0.166666667,0.372241842,0.103174603,0.374979367,0.458593282,0.06779201
Sagres,0.230958759,0.587487334,0.809914003,0,0.0000117,0,0,0.207079213,0.374047619,0.356038887,0.409145999,0.06779201
Sales,0.299483812,0.613052594,0.804848818,0.428571429,0.000222822,0,0,0.61259762,0.369206349,0.364074155,0.482857507,0.06779201
Sales Oliveira,0.301604896,0.666338236,0.80067257,0,0.000832649,0,0.083333333,0.290324564,0.470238095,0.442208368,0.490549133,0.06779201
Salesópolis,0.241799018,0.571143084,0.780360837,0.571428571,0.0000938,0.00020016,0.083333333,0.387263197,0.385079365,0.305200069,0.477302132,0.06779201
Salmourão,0.150295311,0.588940801,0.759717137,0,0.0000235,0,0.083333333,0.441226074,0.142857143,0.328891015,0.437810322,0.06779201
